,line_type,glac_id,anlys_time,src_date,db_area,min_elev,mean_elev,max_elev,primeclass,rec_status,release_dt,gone_date,glac_name,glac_stat,proc_desc,geog_area,conn_lvl,surge_type,term_type,gtng_o1reg,gtng_o2reg,rgi_gl_typ,cluster
17342,glac_bound,G225781E58984N,1437004800,1123718400,297.757,684,0,2347,0,okay,1437004800,e,Llewellyn Glacier,exists,Semi-automated glacier classification.; From Randolph Glacier Inventory Version 5.0. Source file: 01_rgi50_Alaska.zip.  See http://www.glims.org/RGI/.  GLIMS IDs were adjusted and metadata was added at NSIDC.,Randolph Glacier Inventory; Umbrella RC for merging the RGI into GLIMS,0,0,9,1,6,299,64
56431,glac_bound,G225781E58984N,1638316800,1567296000,291.055,0,0,0,0,okay,1664064000,e,Llewellyn Glacier,exists,; Existing polygons edited manually from cloud-free Sentinel-2 imagery (10 m resolution),Juneau area,0,0,9,1,6,0,6
52902,glac_bound,G225781E58984N,1654041600,1408492800,297.352,673,1633,2316,0,okay,1686128400,e,Llewellyn Glacier,exists,Semi-automated glacier classification.; Semi-automatic mapping from satellite images.,Juneau area,0,0,0,1,6,0,6
118,debris_cov,G218695E60795N,1140938508,967753680,126.829,0,0,0,5,okay,1141171157,e,Logan Glacier,exists,"; Manual digitization from imagery with assistance from personal field knowledge, and topographic maps (National Geographic TOPO software).  Each outlined glaicer encompasses all ice that contributes to a common terminus.",Various (NSIDC),0,0,9,1,5,0,50
52393,glac_bound,G246369E48602N,1154390400,-41385600,0.503276,2130,0,2529,0,okay,1456477200,e,Logan Glacier,exists,"Digitization from 1:24000 maps (24K) published by the U.S. Geological Survey; USGS maps (Primary Base Series, PBS) and 7.5-minute standard series were digitally scanned and georeferenced.  Re-ingested into GLIMS 2021-12-01, replacing submission 614.",Conterminous USA,0,0,9,2,5,0,11
43854,glac_bound,G218695E60795N,1437004800,1123804800,1177.24,779,0,5924,0,okay,1437004800,e,Logan Glacier,exists,Semi-automated glacier classification.; From Randolph Glacier Inventory Version 5.0. Source file: 01_rgi50_Alaska.zip.  See http://www.glims.org/RGI/.  GLIMS IDs were adjusted and metadata was added at NSIDC.,Randolph Glacier Inventory; Umbrella RC for merging the RGI into GLIMS,0,3,9,1,5,99,83
65244,glac_bound,G246373E48600N,1676505600,1443139200,0.137753,0,0,0,6,okay,1684195200,e,Logan Glacier,exists,Semi-automated glacier classification.; Semi-automatic mapping from various satellite image sources.,Conterminous USA,0,0,9,2,5,0,11
40292,glac_bound,G223576E58931N,1262304000,1284595200,0.984053,0,0,0,0,okay,1313438640,e,Loomis Glacier,exists,"Automated and manual digitizing. Basin delineation was aided by an algorithm developed by C. Kienholz.; Landsat ETM+ images (LE70590192010259EDC00 and LE70600192010266EDC01) were downloaded from the USGS Earth Explorer (http://edcsns17.cr.usgs.gov/NewEarthExplorer/) and run through a de-striping algorithm.  This algorithm uses a 7x7 moving window to fill in the missing data based on weighted averages.  This does not fix the data but does create a continuous dataset needed for the automated analysis.  Landsat ETM+ scenes were used to run an automated analysis that used a band3/band5 ratio, a thermal image converted from radiance to surface temperature and NDVI, in order to capture ice extent.  This worked well at identifying bare ice but ran into problems with heavily debris covered ice.  Extensive manual digitizing of the automated dataset was carried out in order to fix mis-classified areas and capture debris covered ice.  The resulting dataset was run through a script (written by Christian Kienholz, University of Bern, 2009-09-18) which delineated glaciers by drainage basin based on the National Elevation Dataset.  The resulting basins were then manually edited to fix errors and better represent reality.",Alaska,0,0,9,1,6,0,27
23019,glac_bound,G223576E58931N,1437004800,1284508800,0.984017,566,0,1024,0,okay,1437004800,e,Loomis Glacier,exists,Semi-automated glacier classification.; From Randolph Glacier Inventory Version 5.0. Source file: 01_rgi50_Alaska.zip.  See http://www.glims.org/RGI/.  GLIMS IDs were adjusted and metadata was added at NSIDC.,Randolph Glacier Inventory; Umbrella RC for merging the RGI into GLIMS,0,0,9,1,6,99,27
48501,glac_bound,G238217E44105N,1154390400,-388540800,0.557158,2297,0,2857,0,okay,1456477200,e,Lost Creek Glacier,exists,"Digitization from 1:24000 maps (24K) published by the U.S. Geological Survey; USGS maps (Primary Base Series, PBS) and 7.5-minute standard series were digitally scanned and georeferenced.  Re-ingested into GLIMS 2021-12-01, replacing submission 614.",Conterminous USA,0,0,9,2,4,0,24
65090,glac_bound,G238217E44105N,1676505600,1537142400,0.419468,0,0,0,6,okay,1684195200,e,Lost Creek Glacier,exists,Semi-automated glacier classification.; Semi-automatic mapping from various satellite image sources.,Conterminous USA,0,0,9,2,4,0,24
29778,glac_bound,G210253E60203N,1277856000,1158019200,14.9609,0,0,0,0,okay,1292322901,e,Lowell Glacier,exists,"Band ration TM3/TM5 plus threshold on band TM 1 and manual post-processing; All scenes (9 in total) have been classified with a threshold (around 2.0)on a TM3/TM5 ratio image and filtered with a 3 by 3 low pass filter for noise reduction. After raster-vector conversion gross errors were removed (water, clouds) and outlines were corrected for debris-cover and in shadow regions using contrast enhanced false color composites and higher resolution images from Google Earth for improved interpretation. Drainage divides were derived from the USGS NED (automated watershed analysis plus manual editing) and topographic inventory parameters from the same DEM except minimum elevation that was derived from the ASTER GDEM. After editing all outlines were projected to a common UTM zone (5). Obvious seasonal snow fields were detached from the outlines and disregarded in the sample by intersection with the drainage divides (which are actually closed polygons). For further details and using this data set please cite Le Bris et al. (subm.)                     Le Bris, R., Paul, F., Frey, H., and Bolch, T. (subm.): A new satellite-derived Glacier Inventory for Western Alaska.  Annals of Glaciology, 52 (59).",Various (GlobGlacier),0,0,9,1,4,0,94
968,debris_cov,G211304E60831N,1417392000,1565222400,3.17239,321,0,1390,0,okay,1633078800,e,Lowell Glacier,exists,Automated glacier classification of clean ice; merge with debris-cover layer to add debris-covered parts.; Semi-automatic multi-resolution segmentation of Sentinel-2 satellite images and SRTM digital elevation model.,Chugach,0,0,9,1,4,0,66
23583,glac_bound,G211304E60831N,1437004800,1249257600,3.3379,321,0,1390,0,okay,1437004800,e,Lowell Glacier,exists,Semi-automated glacier classification.; From Randolph Glacier Inventory Version 5.0. Source file: 01_rgi50_Alaska.zip.  See http://www.glims.org/RGI/.  GLIMS IDs were adjusted and metadata was added at NSIDC.,Randolph Glacier Inventory; Umbrella RC for merging the RGI into GLIMS,0,0,9,1,4,99,66
58704,glac_bound,G210253E60203N,1662681600,1472601600,14.9218,0,0,0,0,okay,1666515600,e,Lowell Glacier,exists,"; A red/short-wave infrared (R/SWIR) band ratio with a threshold of 2–2.5 (TM3/TM5 of Landsat7 TM and ETM+, TM4/TM6 of Landsat8 OLI imagery, band 4/11 of Sentinel2) and an additional threshold on the blue band (band 1 of TM/ETM+ and band 2 of OLI and Sentinel2)
",Kenai Peninsula,0,0,9,1,4,0,94
62719,glac_bound,G210253E60203N,1670630400,1121817600,14.7728,425,0,1621,0,okay,1667206800,e,Lowell Glacier,exists,"; Band ratio with threshold applied to Landsat TM5/Landsat7 ETM+/ ASTER L1T, plus manual revision for all image pairs.  A red/short-wave infrared (R/SWIR) band ratio with a threshold of 2–2.5 (TM3/TM5 of Landsat5 TM and Landsat7 ETM+, TM2/TM4 of ASTER L1T) and an additional threshold on the blue band (band 1 of TM/ETM+).
",Kenai Peninsula,0,0,9,1,4,0,94
52122,glac_bound,G238378E48825N,1154390400,147916800,0.558265,1450,0,2084,0,okay,1456477200,e,Lower Curtis Glacier,exists,"Digitization from 1:24000 maps (24K) published by the U.S. Geological Survey; USGS maps (Primary Base Series, PBS) and 7.5-minute standard series were digitally scanned and georeferenced.  Re-ingested into GLIMS 2021-12-01, replacing submission 614.",Conterminous USA,0,0,9,2,4,0,43
64938,glac_bound,G238378E48825N,1676505600,1441756800,0.425,0,0,0,6,okay,1684195200,e,Lower Curtis Glacier,exists,Semi-automated glacier classification.; Semi-automatic mapping from various satellite image sources.,Conterminous USA,0,0,9,2,4,0,43
47533,glac_bound,G250405E43131N,1154390400,-104544000,0.767278,3603,0,3923,0,okay,1456477200,e,Lower Fremont Glacier,exists,"Digitization from 1:24000 maps (24K) published by the U.S. Geological Survey; USGS maps (Primary Base Series, PBS) and 7.5-minute standard series were digitally scanned and georeferenced.  Re-ingested into GLIMS 2021-12-01, replacing submission 614.",Conterminous USA,0,0,9,2,5,0,36
64734,glac_bound,G250406E43130N,1676505600,1441756800,0.051926,0,0,0,7,okay,1684195200,e,Lower Fremont Glacier,exists,Semi-automated glacier classification.; Semi-automatic mapping from various satellite image sources.,Conterminous USA,0,0,9,2,5,0,36
52254,glac_bound,G246489E48477N,1154390400,-199238400,0.138495,1749,0,2012,0,okay,1456477200,e,Lupfer Glacier,exists,"Digitization from 1:24000 maps (24K) published by the U.S. Geological Survey; USGS maps (Primary Base Series, PBS) and 7.5-minute standard series were digitally scanned and georeferenced.  Re-ingested into GLIMS 2021-12-01, replacing submission 614.",Conterminous USA,0,0,9,2,5,0,11
66940,glac_bound,G246489E48477N,1676505600,1441065600,0.071276,0,0,0,6,okay,1684195200,e,Lupfer Glacier,exists,Semi-automated glacier classification.; Semi-automatic mapping from various satellite image sources.,Conterminous USA,0,0,9,2,5,0,11
50300,glac_bound,G239253E48489N,1154390400,-41385600,0.252318,1947,0,2219,0,okay,1456477200,1126224000,Lyall Glacier,gone,"Digitization from 1:24000 maps (24K) published by the U.S. Geological Survey; USGS maps (Primary Base Series, PBS) and 7.5-minute standard series were digitally scanned and georeferenced.  Re-ingested into GLIMS 2021-12-01, replacing submission 614.",Conterminous USA,0,0,9,2,4,0,91
66114,glac_bound,G239253E48489N,1676505600,1441756800,0.016575,0,0,0,7,okay,1684195200,1126224000,Lyall Glacier,gone,Semi-automated glacier classification.; Semi-automatic mapping from various satellite image sources.,Conterminous USA,0,0,9,2,4,0,91
49027,glac_bound,G240728E37743N,1154390400,463536000,0.368568,3617,0,3906,0,okay,1456477200,e,Lyell Glacier,exists,"Digitization from 1:24000 maps (24K) published by the U.S. Geological Survey; USGS maps (Primary Base Series, PBS) and 7.5-minute standard series were digitally scanned and georeferenced.  Re-ingested into GLIMS 2021-12-01, replacing submission 614.",Conterminous USA,0,0,9,2,4,0,7
65872,glac_bound,G240737E37742N,1676505600,1410220800,0.01111,0,0,0,7,okay,1684195200,e,Lyell Glacier,exists,Semi-automated glacier classification.; Semi-automatic mapping from various satellite image sources.,Conterminous USA,0,0,9,2,4,0,7
49263,glac_bound,G238520E46219N,1154390400,-9849600,2.50285,2223,0,3690,0,okay,1456477200,e,Lyman Glacier,exists,"Digitization from 1:24000 maps (24K) published by the U.S. Geological Survey; USGS maps (Primary Base Series, PBS) and 7.5-minute standard series were digitally scanned and georeferenced.  Re-ingested into GLIMS 2021-12-01, replacing submission 614.",Conterminous USA,0,0,9,2,4,0,33
65134,glac_bound,G238520E46219N,1676505600,1567209600,1.44087,0,0,0,6,okay,1684195200,e,Lyman Glacier,exists,Semi-automated glacier classification.; Semi-automatic mapping from various satellite image sources.,Conterminous USA,0,0,9,2,4,0,33
47679,glac_bound,G238821E47572N,1154390400,-357004800,0.878133,1886,0,2371,0,okay,1456477200,e,Lynch Glacier,exists,"Digitization from 1:24000 maps (24K) published by the U.S. Geological Survey; USGS maps (Primary Base Series, PBS) and 7.5-minute standard series were digitally scanned and georeferenced.  Re-ingested into GLIMS 2021-12-01, replacing submission 614.",Conterminous USA,0,0,9,2,4,0,14
64633,glac_bound,G238821E47572N,1676505600,1441756800,0.479535,0,0,0,6,okay,1684195200,e,Lynch Glacier,exists,Semi-automated glacier classification.; Semi-automatic mapping from various satellite image sources.,Conterminous USA,0,0,9,2,4,0,14
47406,glac_bound,G246140E48950N,1154390400,-104544000,0.014326,2286,0,2338,0,okay,1456477200,e,MT,exists,"Digitization from 1:24000 maps (24K) published by the U.S. Geological Survey; USGS maps (Primary Base Series, PBS) and 7.5-minute standard series were digitally scanned and georeferenced.  Re-ingested into GLIMS 2021-12-01, replacing submission 614.",Conterminous USA,0,0,9,2,5,0,84
64543,glac_bound,G245945E48987N,1676505600,1440201600,0.015994,0,0,0,7,okay,1684195200,e,MT,exists,Semi-automated glacier classification.; Semi-automatic mapping from various satellite image sources.,Conterminous USA,0,0,9,2,5,0,84
41811,glac_bound,G213447E63371N,1272672000,1121990400,56.7056,0,0,0,0,okay,1274467072,e,Maclaren Glacier,exists,Manually digitized. Glacier divides determined using watershed algorithm developed by C. Kienholz; Manually digitized from Landsat 7 ETM+ and ASTER imagery. Glacier divides determined using a watershed algorithm developed by C. Kienholz.,Alaska,0,0,9,1,2,0,18
16493,glac_bound,G213447E63371N,1437004800,1246579200,56.5313,942,0,2584,0,okay,1437004800,e,Maclaren Glacier,exists,Semi-automated glacier classification.; From Randolph Glacier Inventory Version 5.0. Source file: 01_rgi50_Alaska.zip.  See http://www.glims.org/RGI/.  GLIMS IDs were adjusted and metadata was added at NSIDC.,Randolph Glacier Inventory; Umbrella RC for merging the RGI into GLIMS,0,2,9,1,2,29,18
50429,glac_bound,G240720E37746N,1154390400,463536000,0.263091,3598,0,3779,0,okay,1456477200,e,Maclure Glacier,exists,"Digitization from 1:24000 maps (24K) published by the U.S. Geological Survey; USGS maps (Primary Base Series, PBS) and 7.5-minute standard series were digitally scanned and georeferenced.  Re-ingested into GLIMS 2021-12-01, replacing submission 614.",Conterminous USA,0,0,9,2,4,0,7
66409,glac_bound,G240720E37746N,1676505600,1410220800,0.14162,0,0,0,6,okay,1684195200,e,Maclure Glacier,exists,Semi-automated glacier classification.; Semi-automatic mapping from various satellite image sources.,Conterminous USA,0,0,9,2,4,0,7
51920,glac_bound,G250335E43170N,1154390400,-104544000,2.53801,3390,0,3923,0,okay,1456477200,e,Mammoth Glacier,exists,"Digitization from 1:24000 maps (24K) published by the U.S. Geological Survey; USGS maps (Primary Base Series, PBS) and 7.5-minute standard series were digitally scanned and georeferenced.  Re-ingested into GLIMS 2021-12-01, replacing submission 614.",Conterminous USA,0,0,9,2,5,0,36
65179,glac_bound,G250323E43171N,1676505600,1441756800,0.020966,0,0,0,7,okay,1684195200,e,Mammoth Glacier,exists,Semi-automated glacier classification.; Semi-automatic mapping from various satellite image sources.,Conterminous USA,0,0,9,2,5,0,36
42472,glac_bound,G212089E61471N,1263513600,1184544000,175.709,0,0,0,0,okay,1269471019,e,Marcus Baker Glacier,exists,Manually digitized. Glacier divides determined using watershed algorithm developed by C. Klenholz; Glacier extent digitized manually from satellite imagery. Glacier flow divides automatically delineated using a DEM.,Alaska,0,0,9,1,4,0,5
34413,glac_bound,G212089E61471N,1277856000,1249257600,173.736,0,0,0,0,okay,1292322901,e,Marcus Baker Glacier,exists,"Band ration TM3/TM5 plus threshold on band TM 1 and manual post-processing; All scenes (9 in total) have been classified with a threshold (around 2.0)on a TM3/TM5 ratio image and filtered with a 3 by 3 low pass filter for noise reduction. After raster-vector conversion gross errors were removed (water, clouds) and outlines were corrected for debris-cover and in shadow regions using contrast enhanced false color composites and higher resolution images from Google Earth for improved interpretation. Drainage divides were derived from the USGS NED (automated watershed analysis plus manual editing) and topographic inventory parameters from the same DEM except minimum elevation that was derived from the ASTER GDEM. After editing all outlines were projected to a common UTM zone (5). Obvious seasonal snow fields were detached from the outlines and disregarded in the sample by intersection with the drainage divides (which are actually closed polygons). For further details and using this data set please cite Le Bris et al. (subm.)                     Le Bris, R., Paul, F., Frey, H., and Bolch, T. (subm.): A new satellite-derived Glacier Inventory for Western Alaska.  Annals of Glaciology, 52 (59).",Various (GlobGlacier),0,0,9,1,4,0,5
67468,glac_bound,G212502E61399N,1417392000,1565222400,0.135572,410,0,3993,0,okay,1633078800,e,Marcus Baker Glacier,exists,Automated glacier classification of clean ice; merge with debris-cover layer to add debris-covered parts.; Semi-automatic multi-resolution segmentation of Sentinel-2 satellite images and SRTM digital elevation model.,Chugach,0,0,9,1,4,0,5
17784,glac_bound,G212089E61471N,1437004800,1249257600,161.596,410,0,3993,0,okay,1437004800,e,Marcus Baker Glacier,exists,Semi-automated glacier classification.; From Randolph Glacier Inventory Version 5.0. Source file: 01_rgi50_Alaska.zip.  See http://www.glims.org/RGI/.  GLIMS IDs were adjusted and metadata was added at NSIDC.,Randolph Glacier Inventory; Umbrella RC for merging the RGI into GLIMS,0,0,9,1,4,99,5
144,debris_cov,G222709E58921N,1148959006,933465600,121.826,0,0,0,4,okay,1150232094,e,Margerie Glacier,exists,"; Manual digitization from imagery with assistance from personal field knowledge, and topographic maps (National Geographic TOPO software).  Each outlined glaicer encompasses all ice that contributes to a common terminus.",Various (NSIDC),0,0,9,1,6,0,48
43492,glac_bound,G222709E58921N,1209600000,1123545600,113.761,0,0,0,0,okay,1246061431,e,Margerie Glacier,exists,; An existing ice polygon layer from a provincial mapping program based on aerial imagery from around 1985 was used as additional information.  Glacier flowsheds were automatically generated based on a 25m DEM to split larger continuous icefields into single glaciers. Gross errors of those were manually improved.,Northern Cordillera,0,0,9,1,6,0,48
39732,glac_bound,G222709E58921N,1262304000,1284595200,182.115,0,0,0,0,okay,1313438640,e,Margerie Glacier,exists,"Automated and manual digitizing. Basin delineation was aided by an algorithm developed by C. Kienholz.; Landsat ETM+ images (LE70590192010259EDC00 and LE70600192010266EDC01) were downloaded from the USGS Earth Explorer (http://edcsns17.cr.usgs.gov/NewEarthExplorer/) and run through a de-striping algorithm.  This algorithm uses a 7x7 moving window to fill in the missing data based on weighted averages.  This does not fix the data but does create a continuous dataset needed for the automated analysis.  Landsat ETM+ scenes were used to run an automated analysis that used a band3/band5 ratio, a thermal image converted from radiance to surface temperature and NDVI, in order to capture ice extent.  This worked well at identifying bare ice but ran into problems with heavily debris covered ice.  Extensive manual digitizing of the automated dataset was carried out in order to fix mis-classified areas and capture debris covered ice.  The resulting dataset was run through a script (written by Christian Kienholz, University of Bern, 2009-09-18) which delineated glaciers by drainage basin based on the National Elevation Dataset.  The resulting basins were then manually edited to fix errors and better represent reality.",Alaska,0,0,9,1,6,0,48
28255,glac_bound,G222709E58921N,1437004800,1284508800,158.238,0,0,4163,0,okay,1437004800,e,Margerie Glacier,exists,Semi-automated glacier classification.; From Randolph Glacier Inventory Version 5.0. Source file: 01_rgi50_Alaska.zip.  See http://www.glims.org/RGI/.  GLIMS IDs were adjusted and metadata was added at NSIDC.,Randolph Glacier Inventory; Umbrella RC for merging the RGI into GLIMS,0,0,1,1,6,199,48
33524,glac_bound,G211360E60635N,1277856000,1158019200,5.21976,0,0,0,0,okay,1292322901,e,Marquette Glacier,exists,"Band ration TM3/TM5 plus threshold on band TM 1 and manual post-processing; All scenes (9 in total) have been classified with a threshold (around 2.0)on a TM3/TM5 ratio image and filtered with a 3 by 3 low pass filter for noise reduction. After raster-vector conversion gross errors were removed (water, clouds) and outlines were corrected for debris-cover and in shadow regions using contrast enhanced false color composites and higher resolution images from Google Earth for improved interpretation. Drainage divides were derived from the USGS NED (automated watershed analysis plus manual editing) and topographic inventory parameters from the same DEM except minimum elevation that was derived from the ASTER GDEM. After editing all outlines were projected to a common UTM zone (5). Obvious seasonal snow fields were detached from the outlines and disregarded in the sample by intersection with the drainage divides (which are actually closed polygons). For further details and using this data set please cite Le Bris et al. (subm.)                     Le Bris, R., Paul, F., Frey, H., and Bolch, T. (subm.): A new satellite-derived Glacier Inventory for Western Alaska.  Annals of Glaciology, 52 (59).",Various (GlobGlacier),0,0,9,1,4,0,62
1909,debris_cov,G211360E60635N,1417392000,1565222400,2.87143,67,0,1269,0,okay,1633078800,e,Marquette Glacier,exists,Automated glacier classification of clean ice; merge with debris-cover layer to add debris-covered parts.; Semi-automatic multi-resolution segmentation of Sentinel-2 satellite images and SRTM digital elevation model.,Chugach,0,0,9,1,4,0,62
20476,glac_bound,G211360E60635N,1437004800,1158019200,3.04194,67,0,1269,0,okay,1437004800,e,Marquette Glacier,exists,Semi-automated glacier classification.; From Randolph Glacier Inventory Version 5.0. Source file: 01_rgi50_Alaska.zip.  See http://www.glims.org/RGI/.  GLIMS IDs were adjusted and metadata was added at NSIDC.,Randolph Glacier Inventory; Umbrella RC for merging the RGI into GLIMS,0,0,9,1,4,99,62
58487,glac_bound,G211360E60635N,1662681600,1472601600,2.92458,0,0,0,0,okay,1666515600,e,Marquette Glacier,exists,"; A red/short-wave infrared (R/SWIR) band ratio with a threshold of 2–2.5 (TM3/TM5 of Landsat7 TM and ETM+, TM4/TM6 of Landsat8 OLI imagery, band 4/11 of Sentinel2) and an additional threshold on the blue band (band 1 of TM/ETM+ and band 2 of OLI and Sentinel2)
",Kenai Peninsula,0,0,9,1,4,0,62
63196,glac_bound,G211360E60635N,1670630400,1158019200,5.09119,67,0,1269,0,okay,1667206800,e,Marquette Glacier,exists,"; Band ratio with threshold applied to Landsat TM5/Landsat7 ETM+/ ASTER L1T, plus manual revision for all image pairs.  A red/short-wave infrared (R/SWIR) band ratio with a threshold of 2–2.5 (TM3/TM5 of Landsat5 TM and Landsat7 ETM+, TM2/TM4 of ASTER L1T) and an additional threshold on the blue band (band 1 of TM/ETM+).
",Kenai Peninsula,0,0,9,1,4,0,62
8515,debris_cov,G214480E61041N,1417392000,1566000000,10.139,706,0,1741,0,okay,1633078800,e,Marshall Glacier,exists,Automated glacier classification of clean ice; merge with debris-cover layer to add debris-covered parts.; Semi-automatic multi-resolution segmentation of Sentinel-2 satellite images and SRTM digital elevation model.,Chugach,0,0,9,1,4,0,98
20552,glac_bound,G214480E61041N,1437004800,1284768000,10.2589,706,0,1741,0,okay,1437004800,e,Marshall Glacier,exists,Semi-automated glacier classification.; From Randolph Glacier Inventory Version 5.0. Source file: 01_rgi50_Alaska.zip.  See http://www.glims.org/RGI/.  GLIMS IDs were adjusted and metadata was added at NSIDC.,Randolph Glacier Inventory; Umbrella RC for merging the RGI into GLIMS,0,2,9,1,4,99,98
42048,glac_bound,G221525E59289N,1186444764,995500800,6.17622,0,0,0,6,okay,1192067393,e,Martin Glacier,exists,; Manual digitization from imagery with assistance to outline flow divides from USGS topographic maps.  Each outlined glacier encompasses all ice that contributes to a common terminus.,Various (NSIDC),0,0,9,1,5,0,2
43998,glac_bound,G221525E59289N,1437004800,1284422400,6.87304,469,0,1360,0,okay,1437004800,e,Martin Glacier,exists,Semi-automated glacier classification.; From Randolph Glacier Inventory Version 5.0. Source file: 01_rgi50_Alaska.zip.  See http://www.glims.org/RGI/.  GLIMS IDs were adjusted and metadata was added at NSIDC.,Randolph Glacier Inventory; Umbrella RC for merging the RGI into GLIMS,0,0,9,1,5,99,2
61,debris_cov,G216132E60534N,1175042977,934416000,349.102,0,0,0,5,okay,1177200000,e,Martin River Glacier,exists,; Manual digitization from imagery with assistance to outline flow divides from USGS topographic maps.  Each outlined glaicer encompasses all ice that contributes to a common terminus.,Various (NSIDC),0,0,9,1,5,0,49
1984,debris_cov,G216132E60534N,1417392000,1565568000,338.799,41,0,3322,0,okay,1633078800,e,Martin River Glacier,exists,Automated glacier classification of clean ice; merge with debris-cover layer to add debris-covered parts.; Semi-automatic multi-resolution segmentation of Sentinel-2 satellite images and SRTM digital elevation model.,Chugach,0,0,9,1,5,0,49
18617,glac_bound,G216132E60534N,1437004800,1284076800,367.064,41,0,3322,0,okay,1437004800,e,Martin River Glacier,exists,Semi-automated glacier classification.; From Randolph Glacier Inventory Version 5.0. Source file: 01_rgi50_Alaska.zip.  See http://www.glims.org/RGI/.  GLIMS IDs were adjusted and metadata was added at NSIDC.,Randolph Glacier Inventory; Umbrella RC for merging the RGI into GLIMS,0,2,9,1,5,99,49
1,debris_cov,G219795E60080N,1186713213,995500800,297.56,0,0,0,5,okay,1192067393,e,Marvine/Hayden Glacier,exists,; Manual digitization from imagery with assistance to outline flow divides from USGS topographic maps.  Each outlined glacier encompasses all ice that contributes to a common terminus.,Various (NSIDC),0,0,9,1,5,0,38
46034,glac_bound,G219795E60080N,1437004800,1284249600,445.329,7,0,4174,0,okay,1437004800,e,Marvine/Hayden Glacier,exists,Semi-automated glacier classification.; From Randolph Glacier Inventory Version 5.0. Source file: 01_rgi50_Alaska.zip.  See http://www.glims.org/RGI/.  GLIMS IDs were adjusted and metadata was added at NSIDC.,Randolph Glacier Inventory; Umbrella RC for merging the RGI into GLIMS,0,2,9,1,5,99,38
51435,glac_bound,G239144E48238N,1154390400,463536000,0.563629,2186,0,2659,0,okay,1456477200,e,Mary Green Glacier,exists,"Digitization from 1:24000 maps (24K) published by the U.S. Geological Survey; USGS maps (Primary Base Series, PBS) and 7.5-minute standard series were digitally scanned and georeferenced.  Re-ingested into GLIMS 2021-12-01, replacing submission 614.",Conterminous USA,0,0,9,2,4,0,91
66652,glac_bound,G239144E48238N,1676505600,1504915200,0.646796,0,0,0,6,okay,1684195200,e,Mary Green Glacier,exists,Semi-automated glacier classification.; Semi-automatic mapping from various satellite image sources.,Conterminous USA,0,0,9,2,4,0,91
42422,glac_bound,G212431E61569N,1263513600,1184544000,316.629,0,0,0,0,okay,1269471019,e,Matanuska Glacier,exists,Manually digitized. Glacier divides determined using watershed algorithm developed by C. Klenholz; Glacier extent digitized manually from satellite imagery. Glacier flow divides automatically delineated using a DEM.,Alaska,0,0,9,1,4,0,58
34642,glac_bound,G212431E61569N,1277856000,1249257600,318.678,0,0,0,0,okay,1292322901,e,Matanuska Glacier,exists,"Band ration TM3/TM5 plus threshold on band TM 1 and manual post-processing; All scenes (9 in total) have been classified with a threshold (around 2.0)on a TM3/TM5 ratio image and filtered with a 3 by 3 low pass filter for noise reduction. After raster-vector conversion gross errors were removed (water, clouds) and outlines were corrected for debris-cover and in shadow regions using contrast enhanced false color composites and higher resolution images from Google Earth for improved interpretation. Drainage divides were derived from the USGS NED (automated watershed analysis plus manual editing) and topographic inventory parameters from the same DEM except minimum elevation that was derived from the ASTER GDEM. After editing all outlines were projected to a common UTM zone (5). Obvious seasonal snow fields were detached from the outlines and disregarded in the sample by intersection with the drainage divides (which are actually closed polygons). For further details and using this data set please cite Le Bris et al. (subm.)                     Le Bris, R., Paul, F., Frey, H., and Bolch, T. (subm.): A new satellite-derived Glacier Inventory for Western Alaska.  Annals of Glaciology, 52 (59).",Various (GlobGlacier),0,0,9,1,4,0,58
67680,glac_bound,G212501E61398N,1417392000,1565222400,0.926403,475,0,3883,0,okay,1633078800,e,Matanuska Glacier,exists,Automated glacier classification of clean ice; merge with debris-cover layer to add debris-covered parts.; Semi-automatic multi-resolution segmentation of Sentinel-2 satellite images and SRTM digital elevation model.,Chugach,0,0,9,1,4,0,58
28134,glac_bound,G212431E61569N,1437004800,1249257600,308.689,1744,0,1837,0,okay,1437004800,e,Matanuska Glacier,exists,Semi-automated glacier classification.; From Randolph Glacier Inventory Version 5.0. Source file: 01_rgi50_Alaska.zip.  See http://www.glims.org/RGI/.  GLIMS IDs were adjusted and metadata was added at NSIDC.,Randolph Glacier Inventory; Umbrella RC for merging the RGI into GLIMS,0,0,9,1,4,99,58
40404,glac_bound,G223381E58691N,1262304000,1284595200,4.94587,0,0,0,0,okay,1313438640,e,Maynard Glacier,exists,"Automated and manual digitizing. Basin delineation was aided by an algorithm developed by C. Kienholz.; Landsat ETM+ images (LE70590192010259EDC00 and LE70600192010266EDC01) were downloaded from the USGS Earth Explorer (http://edcsns17.cr.usgs.gov/NewEarthExplorer/) and run through a de-striping algorithm.  This algorithm uses a 7x7 moving window to fill in the missing data based on weighted averages.  This does not fix the data but does create a continuous dataset needed for the automated analysis.  Landsat ETM+ scenes were used to run an automated analysis that used a band3/band5 ratio, a thermal image converted from radiance to surface temperature and NDVI, in order to capture ice extent.  This worked well at identifying bare ice but ran into problems with heavily debris covered ice.  Extensive manual digitizing of the automated dataset was carried out in order to fix mis-classified areas and capture debris covered ice.  The resulting dataset was run through a script (written by Christian Kienholz, University of Bern, 2009-09-18) which delineated glaciers by drainage basin based on the National Elevation Dataset.  The resulting basins were then manually edited to fix errors and better represent reality.",Alaska,0,0,9,1,6,0,27
